n,k,rep,algo,time,distance,ranking
100.0,6.0,1.0,random_circle_removal,0.001230001449584961,-0.24242424242424246,"[5, 8, 7, 25, 78, 81, 22, 76, 92, 77, 86, 99, 89, 31, 62, 93, 79, 94, 95, 97, 100, 88, 59, 74, 96, 60, 85, 48, 38, 46, 58, 69, 82, 83, 39, 53, 63, 28, 45, 6, 14, 44, 70, 72, 90, 91, 84, 87, 18, 21, 26, 27, 29, 55, 54, 73, 15, 67, 23, 30, 50, 71, 75, 19, 17, 33, 57, 20, 12, 37, 40, 49, 16, 4, 52, 66, 9, 11, 10, 61, 2, 34, 32, 56, 47, 3, 42, 68, 65, 80, 1, 36, 43, 64, 13, 35, 41, 51, 24, 98]"
100.0,6.0,1.0,page_rank,0.014698982238769531,0.7276767676767678,"[  3   7   8   2  47  61   9  10   1   5  25  19  36   6  17  11  13  20
  14  22  18  12  66  16  27  15  26   4  60  48  21  40  43  55  24  31
  33  28  34  32  23  38  71  30  45  49  35  42  53  29  57  51  75  56
  37  46  41  67  80  39  73  44  52  64  72  65  87  59  54  63  76  58
  69  78  50  70  62  81  83  89  68  85  74  88  77  93  86  82  84  99
  79  92  96 100  91  97  95  90  94  98]"
100.0,6.0,1.0,em,0.07998275756835938,0.7834343434343436,"[  5   7   2   3   6  10  17  25   9  12  11   8  16   4  23  19  33  15
  24  36  20  14  43  26  32  13  27  35   1  34  37  28  49  61  18  22
  21  30  55  57  40  53  60  31  47  66  29  38  67  45  46  73  48  51
  58  44  54  41  42  39  71  56  52  69  72  50  65  75  59  63  64  62
  70  80  83  76  87  68  78  74  89  81  82  85  77  88  93  99  84  86
  96  79  92 100  91  95  97  90  94  98]"
100.0,6.0,1.0,borda_ordering,0.000885009765625,0.8355555555555557,"[  5   7   2   3   6   9   4  17  10  12   1  15  14  19   8  11  18  20
  25  13  16  22  24  28  35  33  29  26  21  36  23  43  27  55  46  42
  40  34  31  37  57  44  45  47  51  39  61  30  53  32  49  41  48  66
  65  60  56  67  52  38  64  73  69  62  54  72  76  80  50  58  71  75
  78  70  63  59  83  81  68  74  89  87  86  85  82  79  88  77  92  93
  99  84  91  95  96  97 100  90  94  98]"
100.0,8.0,1.0,random_circle_removal,0.0016598701477050781,-0.33252525252525256,"[6, 12, 14, 5, 22, 23, 59, 72, 54, 52, 55, 63, 61, 62, 58, 88, 93, 94, 86, 83, 98, 89, 96, 99, 87, 85, 92, 78, 90, 81, 84, 53, 60, 48, 82, 51, 71, 77, 79, 56, 57, 43, 46, 28, 50, 42, 91, 75, 29, 31, 47, 67, 69, 73, 74, 100, 39, 49, 66, 80, 97, 95, 7, 37, 20, 40, 65, 76, 64, 68, 16, 25, 17, 19, 30, 36, 44, 13, 26, 70, 4, 24, 9, 11, 15, 38, 41, 3, 21, 35, 45, 8, 2, 1, 27, 10, 32, 34, 33, 18]"
100.0,8.0,1.0,page_rank,0.015133857727050781,0.7559595959595962,"[  2   3   1   6   8  10  12  73   7   5   9   4  14  15  55  41  18  11
  17  21  22  27  19  16  13  26  25  24  36  23  45  31  39  20  91  32
  29  43  33  38  37  28  50  44  40  35  34  42  30  95  70  52  49  51
  67  47  58  69  59  54  53  56  57  68  63  46  48  74  61  62  75  65
  79  60  77  64 100  84  71  78  72  86  76  66  97  80  94  88  85  83
  82  90  92  99  93  81  87  89  96  98]"
100.0,8.0,1.0,em,0.04879117012023926,0.8355555555555557,"[  1   2   6  12   9   3   5   4  14  13  11   8  15  24  22  17  23  10
   7  21  18  27  25  20  31  41  19  16  32  33  26  38  37  36  39  42
  28  43  45  35  55  29  40  50  44  34  30  49  46  47  63  59  73  54
  70  52  56  51  57  48  67  68  58  74  53  91  75  61  60  79  65  62
  69  64  77  72  78  71  82  66  76  84  83  97 100  95  80  92  86  87
  93  85  88  94  99  81  90  89  96  98]"
100.0,8.0,1.0,borda_ordering,0.0010180473327636719,0.863838383838384,"[  1   2   6   3   7  10   5   8  15   4  14  13   9  17  21  12  25  11
  31  27  23  24  22  19  18  16  33  40  38  37  32  20  26  36  28  30
  29  39  34  35  41  43  42  50  44  55  45  46  49  52  47  63  59  54
  51  62  56  57  58  53  74  48  79  64  67  68  65  61  73  60  91  69
  70  71  78  75  76  77  84  66  72  88  86  85  81  82  97  95  93  90
  92  94 100  80  83  87  89  99  96  98]"
100.0,12.0,1.0,random_circle_removal,0.0022110939025878906,-0.4824242424242425,"[13, 38, 40, 49, 54, 57, 59, 58, 93, 96, 99, 60, 97, 100, 95, 92, 94, 90, 98, 88, 85, 61, 91, 86, 62, 52, 56, 50, 53, 55, 47, 44, 48, 80, 89, 87, 79, 43, 46, 32, 33, 45, 63, 28, 36, 31, 25, 51, 82, 78, 83, 73, 74, 84, 69, 77, 81, 71, 75, 34, 23, 24, 30, 22, 20, 27, 39, 68, 72, 67, 65, 70, 76, 64, 66, 37, 17, 29, 15, 19, 14, 41, 11, 10, 18, 7, 26, 42, 3, 16, 21, 35, 6, 5, 8, 2, 4, 12, 1, 9]"
100.0,12.0,1.0,page_rank,0.019563913345336914,0.8553535353535355,"[  2   1   8   5   6  12   9  22   3   4   7  18  14  10  13  11  19  42
  20  35  16  15  26  17  27  25  23  28  24  21  30  41  32  29  39  53
  37  38  31  36  43  34  33  50  46  40  44  49  48  45  47  82  97  52
  54  67  56  51  64  57  55  62  63  66  58  70  68  69  73  61  60  65
  59  72  78  79  75  71  76  77  74  81  86  80  83  95  84  91  89  87
  90  88  92  85  98  94  96  93 100  99]"
